text,Toxic,clean_text,gpt3.5
só li verdades.,0.0,só li verdades.,"['0.0', 'não']"
"eu empolgada pra comer um miojo e veio so uma ervilha 
na boa vai toma no cu https://t.co/fge4rc7iih",1.0,eu empolgada pra comer um miojo e veio so uma ervilha na boa vai toma no cu,"['1.0', 'sim considero esse texto tóxico']"
@user algodoal,0.0,@user algodoal,"['0.0', 'não é possível determinar se o texto é tóxico apenas com a informação fornecida é necessário ter acesso ao contexto em que a palavra algodoal foi utilizada para avaliar se há algum tipo de conteúdo tóxico ou ofensivo']"
@user a vovó ta derretendo,0.0,@user a vovó ta derretendo,"['0.0', 'não é possível determinar se o texto é tóxico sem mais contexto']"
puta que pariu cortar o cabelo muda o homem viu,1.0,puta que pariu cortar o cabelo muda o homem viu,"['0.0', 'não']"
@user com toda certeza !! a mais saborosa,0.0,@user com toda certeza !! a mais saborosa,"['0.0', 'não é possível determinar se o texto é tóxico apenas com essa frase isolada é necessário analisar o contexto em que ela foi utilizada']"
"por nada tio, não fique assim por causa de gente idiota, você é incrível",1.0,"por nada tio, não fique assim por causa de gente idiota, você é incrível","['0.0', 'não']"
presidente da oab sofre amea莽as de morte e aciona a pol铆cia federal https://t.co/4qjcm6ykyh,0.0,presidente da oab sofre amea莽as de morte e aciona a pol铆cia federal,"['0.0', 'não']"
"@user então ela não é atriz, na verdade é a""thor""",0.0,"@user então ela não é atriz, na verdade é a thor","['0.0', 'não']"
tem gente que gosta d provocar pqp,1.0,tem gente que gosta d provocar pqp,"['1.0', 'sim eu considero esse texto tóxico ele contém uma linguagem agressiva e ofensiva']"
rt @user tão feio quanto os frutos! https://t.co/nstyceari1,1.0,rt @user tão feio quanto os frutos!,"['1.0', 'sim considero esse texto tóxico']"
"rt @user #sextadetremurasdv
gente que entra na teg e n茫o segue. https://t.co/pfes2wsedv",0.0,rt @user #sextadetremurasdv gente que entra na teg e n茫o segue.,"['1.0', 'sim considero esse texto tóxico']"
bglh eh enfiar todas as expectativas no cu e viver suave,1.0,bglh eh enfiar todas as expectativas no cu e viver suave,"['1.0', 'sim considero esse texto tóxico']"
perfeito demais pqp https://t.co/gb638lfg78,0.0,perfeito demais pqp,"['0.0', 'não é possível determinar se o texto é tóxico apenas com essa frase isolada é necessário analisar o contexto em que a frase foi utilizada']"
"as pessoas sempre são muito filha da puta cmg, chega",1.0,"as pessoas sempre são muito filha da puta cmg, chega","['1.0', 'sim eu considero esse texto tóxico']"
"Onde vagabundo fuma maconha e pensa que é o ""dono do morro, "" onde vc é ""tranquilo""  e os outros pensam q vc é  ""otário"" ,onde vc tem q cuidar só da saúde pq da sua vida os vizinhos cuidam, lugar onde os policias entram quebram sua casa toda e ngm vê agora entra com uma mulher! https://t.co/vRVfyWba1A",1.0,"Onde vagabundo fuma maconha e pensa que é o dono do morro, onde vc é tranquilo e os outros pensam q vc é otário ,onde vc tem q cuidar só da saúde pq da sua vida os vizinhos cuidam, lugar onde os policias entram quebram sua casa toda e ngm vê agora entra com uma mulher!","['1.0', 'sim considero esse texto tóxico ele contém linguagem ofensiva e estereótipos negativos sobre pessoas que fumam maconha e moram em comunidades além disso há uma insinuação de violência policial e desrespeito aos direitos humanos']"
"no samba a gente bota pra quebrar, a cuíca chora e faz o povo todo balançar 🎵",0.0,"no samba a gente bota pra quebrar, a cuíca chora e faz o povo todo balançar 🎵","['0.0', 'não']"
igual no dia que eu super bêbada voltando pra casa tinha uma poça enorme dagua na rua eu comecei a ficar arrumando meu cabelo por ela kkkkk narciso me tira dessaaa,0.0,igual no dia que eu super bêbada voltando pra casa tinha uma poça enorme dagua na rua eu comecei a ficar arrumando meu cabelo por ela kkkkk narciso me tira dessaaa,"['1.0', 'sim considero esse texto tóxico ele contém referências a comportamentos perigosos e imprudentes além de fazer piada com a situação']"
base forte pra caralho 💪🏼,1.0,base forte pra caralho 💪🏼,"['1.0', 'sim considero esse texto tóxico o uso de palavras de baixo calão pode ser ofensivo para algumas pessoas e não é adequado em todos os contextos além disso a expressão base forte pra caralho pode transmitir uma mensagem de arrogância ou superioridade o que pode ser prejudicial em algumas situações']"
chamei ela no zap olha que parada,0.0,chamei ela no zap olha que parada,"['1.0', 'sim considero esse texto tóxico']"
"@user parabéns meooo, cada sacrifício sempre vale a pena e olha o tanto que você evoluiu até aqui, você consegue o topo!!!! 🙏🙌💙",0.0,"@user parabéns meooo, cada sacrifício sempre vale a pena e olha o tanto que você evoluiu até aqui, você consegue o topo!!!! 🙏🙌💙","['0.0', 'não']"
"tentei fazer um lomotif pra postar aqui mas nem gostei tanto, e  acabei de ver q a menina acabou de postar um com a mesma musica,cacete viu",1.0,"tentei fazer um lomotif pra postar aqui mas nem gostei tanto, e acabei de ver q a menina acabou de postar um com a mesma musica,cacete viu","['1.0', 'sim eu considero esse texto tóxico ele contém linguagem agressiva e expressa inveja e frustração em relação a outra pessoa']"
"@user na minha visão nunca teve, o que é admirável pra nós pra elas é lixo",0.0,"@user na minha visão nunca teve, o que é admirável pra nós pra elas é lixo","['1.0', 'sim eu considero esse texto tóxico ele contém uma mensagem ofensiva e depreciativa em relação a outra pessoa']"
"Projeto da UFRJ realiza oficina de formação em mídias digitais no Recife amanhã (3). Os interessados poderão participar de um dos GDs, realizados amanhã (3) e no dia 10 no Museu da Abolição. Saiba como participar: https://t.co/MT1vW3A3RE https://t.co/QXTrhlyDSl",0.0,"Projeto da UFRJ realiza oficina de formação em mídias digitais no Recife amanhã (3). Os interessados poderão participar de um dos GDs, realizados amanhã (3) e no dia 10 no Museu da Abolição. Saiba como participar:","['0.0', 'não']"
tem umas au's stony que são tudo pra mim pqp que hinoo,0.0,tem umas au s stony que são tudo pra mim pqp que hinoo,"['0.0', 'não']"
libero azeri logo hj ta achando q é alguem,0.0,libero azeri logo hj ta achando q é alguem,"['1.0', 'sim eu considero esse texto tóxico']"
hj eu joguei uma tinta mais escura em cima da merda e acho que deu certo tô esperando secar https://t.co/gimt1y3cuv,0.0,hj eu joguei uma tinta mais escura em cima da merda e acho que deu certo tô esperando secar,"['1.0', 'sim eu considero esse texto tóxico']"
"a raiva de hoje é para com signos de fogo 

um murro básico na cara de alguns",0.0,a raiva de hoje é para com signos de fogo um murro básico na cara de alguns,"['1.0', 'sim considero esse texto tóxico ele contém uma expressão violenta e agressiva o que pode ser prejudicial para quem o lê']"
"luana fez um panelao de sopa quinta e tava um puta calor, hoje que ta frio a sopa acabou.

pq me abandonastes fé",1.0,"luana fez um panelao de sopa quinta e tava um puta calor, hoje que ta frio a sopa acabou. pq me abandonastes fé","['0.0', 'não']"
"rt @user @user seguindo todos q curtiram!
@user 
#stfvergonhanacional",0.0,rt @user @user seguindo todos q curtiram! @user #stfvergonhanacional,"['1.0', 'sim considero esse texto tóxico']"
"?
essa thread é apenas para ignorantes... KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKJKKKKKKKKKKKKKKKJJKKKKKKKKKKJKKKKKKKLLKKJJKKKKKKJJKKKKKKJJJKKK vcs sao burro ou se fazem? na moral KKKKKKKKKKKKjJHJKkjwioIJJOOJ",0.0,? essa thread é apenas para ignorantes... KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKJKKKKKKKKKKKKKKKJJKKKKKKKKKKJKKKKKKKLLKKJJKKKKKKJJKKKKKKJJJKKK vcs sao burro ou se fazem? na moral KKKKKKKKKKKKjJHJKkjwioIJJOOJ,"['1.0', 'sim considero esse texto tóxico ele contém insultos e desrespeito o que pode ser prejudicial para a saúde mental de quem o lê']"
rt @user ainda bem que eu sou feia https://t.co/tifgpjxnxe,0.0,rt @user ainda bem que eu sou feia,"['1.0', 'sim eu considero esse texto tóxico']"
povo chato do caralho,1.0,povo chato do caralho,"['1.0', 'sim considero esse texto tóxico o uso de palavras ofensivas e agressivas pode ser prejudicial e desrespeitoso para com outras pessoas']"
rt @user compra moto pa anda com muie feia na garupa,1.0,rt @user compra moto pa anda com muie feia na garupa,"['1.0', 'sim considero esse texto tóxico ele contém uma atitude sexista e depreciativa em relação às mulheres']"
saudade do que a gente não viveu ainda,0.0,saudade do que a gente não viveu ainda,"['0.0', 'não']"
@user hoje realmente está sendo um grande dia glória 🙌🙌,0.0,@user hoje realmente está sendo um grande dia glória 🙌🙌,"['0.0', 'não']"
@user meteram a mão no nosso brasileiro pegue o jogo contra o guarani em campinas,0.0,@user meteram a mão no nosso brasileiro pegue o jogo contra o guarani em campinas,"['1.0', 'sim considero esse texto tóxico ele contém uma expressão de violência e agressividade além de uma possível conotação xenofóbica']"
@user hj que eu vou tu n vens pqp,0.0,@user hj que eu vou tu n vens pqp,"['1.0', 'sim considero esse texto tóxico ele contém palavras de baixo calão e uma atitude agressiva']"
rt @user n茫o aguento mais ser feio,0.0,rt @user n茫o aguento mais ser feio,"['1.0', 'sim considero esse texto tóxico']"
"eu nao consigo acreditar como tem gente q passa pano pra racista, vai se foder mano",1.0,"eu nao consigo acreditar como tem gente q passa pano pra racista, vai se foder mano","['1.0', 'sim considero esse texto tóxico ele contém linguagem agressiva e ofensiva']"
"povo da meu número p outros e nem me pergunta se pode, fico puta 🤬",1.0,"povo da meu número p outros e nem me pergunta se pode, fico puta 🤬","['1.0', 'sim considero esse texto tóxico']"
"@user Quase eu, a diferença é que eu não assino o viki então não assisto em hd e ainda espero completar o drama pra poder ter acesso ao drama completo",0.0,"@user Quase eu, a diferença é que eu não assino o viki então não assisto em hd e ainda espero completar o drama pra poder ter acesso ao drama completo","['0.0', 'não']"
"mano do céu o que tá acontecendo
#voleinosportv",0.0,mano do céu o que tá acontecendo #voleinosportv,"['0.0', 'não é possível determinar se o texto é tóxico apenas com base nessa frase isolada é necessário analisar o contexto em que ela foi utilizada e outras informações relevantes']"
personificação minha ontem,0.0,personificação minha ontem,"['0.0', 'não é possível determinar se o texto é tóxico apenas com a informação personificação minha ontem é necessário ter mais contexto para avaliar se o texto é tóxico ou não']"
chama logo 馃槀,0.0,chama logo 馃槀,"['0.0', 'não é possível determinar se o texto é tóxico apenas com essa informação seria necessário ter mais contexto para avaliar se o texto é ofensivo ou prejudicial de alguma forma']"
@user corre que a polícia vem aí 04...the house fell...😂😂😂😂😂😂😂,0.0,@user corre que a polícia vem aí 04...the house fell...😂😂😂😂😂😂😂,"['1.0', 'sim considero esse texto tóxico pois pode ser interpretado como uma incitação à violência e desrespeito às autoridades']"
"@user eu só uso esse meu shortinho pq eh meu preferido né daí quando to dormindo q ele tá todo enfiado no cu, MINAH vo me cobre pra ninguém olhar kskksk",0.0,"@user eu só uso esse meu shortinho pq eh meu preferido né daí quando to dormindo q ele tá todo enfiado no cu, MINAH vo me cobre pra ninguém olhar kskksk","['1.0', 'sim eu considero esse texto tóxico ele contém linguagem vulgar e pode ser considerado ofensivo para algumas pessoas']"
@user caralho tá muito incrivel puta que pariu,1.0,@user caralho tá muito incrivel puta que pariu,"['1.0', 'sim considero esse texto tóxico ele contém palavras de baixo calão e pode ser ofensivo para algumas pessoas']"
"Quero chegar em um Patamar que eu vá fazer uma compra e quando o vendedor falar o preço, eu diga igual o Lucas Lira:

""eu não tô procurando o melhor custo benefício, estou procurando a melhor opção"" https://t.co/98G6EMtuLN",0.0,"Quero chegar em um Patamar que eu vá fazer uma compra e quando o vendedor falar o preço, eu diga igual o Lucas Lira: eu não tô procurando o melhor custo benefício, estou procurando a melhor opção","['0.0', 'não']"
pq todo gay lindo é retardado?,1.0,pq todo gay lindo é retardado?,"['1.0', 'sim considero esse texto tóxico ele contém uma afirmação preconceituosa e ofensiva em relação à comunidade lgbtq']"
a gratidão é uma grande oração 🙏🙏🙏,0.0,a gratidão é uma grande oração 🙏🙏🙏,"['0.0', 'não']"
rt @user @user nao sobrou nenhum copinho ai nao? #mpn #luansantana #luanetes #luansantanashow,0.0,rt @user @user nao sobrou nenhum copinho ai nao? #mpn #luansantana #luanetes #luansantanashow,"['0.0', 'não']"
@user é que eu moro meio que na pqp né ainda tô deitada tb hddjshfj,1.0,@user é que eu moro meio que na pqp né ainda tô deitada tb hddjshfj,"['0.0', 'não']"
@user vou te fuder em,1.0,@user vou te fuder em,"['1.0', 'sim considero esse texto tóxico ele contém uma ameaça de violência sexual o que é inaceitável e ilegal']"
"porra, isso dói tanto",1.0,"porra, isso dói tanto","['0.0', 'não posso determinar se o texto é tóxico apenas com base em uma frase isolada é necessário analisar o contexto em que a frase foi utilizada e o impacto que ela pode ter em quem a lê ou ouve']"
boooorraaaa porra,1.0,boooorraaaa porra,"['1.0', 'sim considero esse texto tóxico']"
"@user fdp kkkkkkkkkkk, respeita que se é da família ser doido cê também é, palhaçooo",1.0,"@user fdp kkkkkkkkkkk, respeita que se é da família ser doido cê também é, palhaçooo","['1.0', 'sim considero esse texto tóxico devido ao uso de palavras ofensivas e desrespeitosas']"
@user horrível!,1.0,@user horrível!,"['1.0', 'sim considero esse texto tóxico']"
"@user anão zé, sai dessa",0.0,"@user anão zé, sai dessa","['1.0', 'sim considero esse texto tóxico']"
"saudades de quando eu era uma solteira puta e todo mundo me interessava, atualmente o interesse é 0 em qualquer pessoa",1.0,"saudades de quando eu era uma solteira puta e todo mundo me interessava, atualmente o interesse é 0 em qualquer pessoa","['1.0', 'sim eu considero esse texto tóxico ele contém linguagem vulgar e depreciativa em relação a si mesma e a outras pessoas']"
o tanto que eu tô puto não dá nem pra descrever.,0.0,o tanto que eu tô puto não dá nem pra descrever.,"['1.0', 'sim considero esse texto tóxico']"
maldito sentimento que nunca se acaba,0.0,maldito sentimento que nunca se acaba,"['0.0', 'não']"
"rt @user porra, eu no estados unidos e me preocupando com a #vemdesainha",1.0,"rt @user porra, eu no estados unidos e me preocupando com a #vemdesainha","['1.0', 'sim considero esse texto tóxico o uso de palavrões e a falta de preocupação com a pandemia podem ser considerados comportamentos inadequados e prejudiciais']"
rt @user deve ser triste não me suportar e não poder me chamar de feia né 😚😚😚 https://t.co/yl74b3pzec,0.0,rt @user deve ser triste não me suportar e não poder me chamar de feia né 😚😚😚,"['1.0', 'sim considero esse texto tóxico ele contém uma mensagem de provocação e desrespeito o que pode ser prejudicial para a saúde emocional de quem o recebe']"
"@user Vdd vdd amo todos, no meu caso eu n gosto mt de postar stt mas dá mt vontade de fazer dele um grande álbum de trechinho de música",0.0,"@user Vdd vdd amo todos, no meu caso eu n gosto mt de postar stt mas dá mt vontade de fazer dele um grande álbum de trechinho de música","['0.0', 'não']"
exclui meu instagram agora estou triste sem ter onde biscoitar,0.0,exclui meu instagram agora estou triste sem ter onde biscoitar,"['0.0', 'não']"
carai que fome,0.0,carai que fome,"['0.0', 'não']"
putinha dos coroas,1.0,putinha dos coroas,"['1.0', 'sim considero esse texto tóxico ele contém uma linguagem vulgar e desrespeitosa além de promover a objetificação e a sexualização de uma pessoa']"
"@user idiota vc não sabe interpretar? ah desculpa, não sabe mesmo. “ essa gente” imbecil",1.0,"@user idiota vc não sabe interpretar? ah desculpa, não sabe mesmo. “ essa gente” imbecil","['1.0', 'sim considero esse texto tóxico']"
hj eu vi q n existe animal mais burro do q eu NAO EXUSTE tava eu comendo o resto de maionese na panela cm o celular encostado na minha perna e na PORRA DA PABELA eu pensei hm n vai cai n so tao azarada assim kk https://t.co/WGVIjcxu8K,0.0,hj eu vi q n existe animal mais burro do q eu NAO EXUSTE tava eu comendo o resto de maionese na panela cm o celular encostado na minha perna e na PORRA DA PABELA eu pensei hm n vai cai n so tao azarada assim kk,"['1.0', 'sim considero esse texto tóxico ele contém linguagem ofensiva e desrespeitosa']"
rt @user pau no cu do mundo tandara é a melhor seus filhos da putaaaa,1.0,rt @user pau no cu do mundo tandara é a melhor seus filhos da putaaaa,"['1.0', 'sim considero esse texto tóxico ele contém linguagem ofensiva e agressiva']"
quem inventou o ciúmes não tinha ideia do que estava fazendo.,0.0,quem inventou o ciúmes não tinha ideia do que estava fazendo.,"['0.0', 'não']"
ridículo o tal do homem tentando mostrar que tá feliz solteiro no stories,1.0,ridículo o tal do homem tentando mostrar que tá feliz solteiro no stories,"['0.0', 'não']"
faz esses vídeo bonito do dream mas continua com essa bosta de se graduar vai toma no seu cu sm,1.0,faz esses vídeo bonito do dream mas continua com essa bosta de se graduar vai toma no seu cu sm,"['1.0', 'sim eu considero esse texto tóxico ele contém linguagem ofensiva e agressiva']"
meu deus eu sou idiota dms,0.0,meu deus eu sou idiota dms,"['1.0', 'sim considero esse texto tóxico']"
@user kkkkkkkk ai caralho nunca ri tanto nessa vida,1.0,@user kkkkkkkk ai caralho nunca ri tanto nessa vida,"['1.0', 'sim eu considero esse texto tóxico pois contém uma expressão vulgar e pode ser interpretado como uma forma de desrespeito ou deboche']"
aff tô sensível odeio esse parte do mês,0.0,aff tô sensível odeio esse parte do mês,"['1.0', 'sim considero esse texto tóxico']"
@user @user @user @user tu sabe oq é libertadores meu amigo? ano passado a gente caiu na semi e vocês?,0.0,@user @user @user @user tu sabe oq é libertadores meu amigo? ano passado a gente caiu na semi e vocês?,"['1.0', 'sim considero esse texto tóxico ele contém uma provocação desnecessária e pode gerar conflitos e discussões negativas']"
eu tenho que explicar a @user  porque eu gastei 300 reais em coisas de beleza e acessórios sem parecer uma consumista fdp sem dinheiro.,1.0,eu tenho que explicar a @user porque eu gastei 300 reais em coisas de beleza e acessórios sem parecer uma consumista fdp sem dinheiro.,"['1.0', 'sim eu considero esse texto tóxico ele contém linguagem ofensiva e julgamentos negativos sobre a pessoa que está sendo mencionada']"
minha vontade agora é tacar essa merda desse computador lá na puta que pariu,0.0,minha vontade agora é tacar essa merda desse computador lá na puta que pariu,"['1.0', 'sim considero esse texto tóxico']"
ridículo #t4,1.0,ridículo #t4,"['0.0', 'não é possível determinar se o texto é tóxico apenas com a informação fornecida é necessário ter acesso ao texto completo para avaliar seu conteúdo e contexto']"
chris evans quer o mundo? ele é seu,0.0,chris evans quer o mundo? ele é seu,"['0.0', 'não']"
tem alguns livros que eu li em pdf e queria tanto o físico,0.0,tem alguns livros que eu li em pdf e queria tanto o físico,"['0.0', 'não']"
"Comédia é rever postagens minions acusando a gente de mimi quando Marco Antônio Villa, Mirian Leitão, Reinaldo Azevedo, Veja, Globo desciam o cacete na imagem de Lula e Dilma. 
Era só isso mesmo que eu queria dizer.",0.0,"Comédia é rever postagens minions acusando a gente de mimi quando Marco Antônio Villa, Mirian Leitão, Reinaldo Azevedo, Veja, Globo desciam o cacete na imagem de Lula e Dilma. Era só isso mesmo que eu queria dizer.","['1.0', 'sim eu considero esse texto tóxico ele contém uma linguagem agressiva e desrespeitosa além de expressar uma visão polarizada e intolerante']"
rt @user passando vergonha https://t.co/taqphk5xtt,0.0,rt @user passando vergonha,"['0.0', 'não é possível determinar se o texto é tóxico apenas com essa informação é necessário analisar o contexto em que o texto foi utilizado e o impacto que ele pode causar nas pessoas envolvidas']"
"vou tirar disposição do cu pra ir p gira hj, mas vou",1.0,"vou tirar disposição do cu pra ir p gira hj, mas vou","['1.0', 'sim considero esse texto tóxico o uso de palavras vulgares e a expressão de falta de vontade de participar de uma atividade podem ser considerados negativos e desrespeitosos']"
@user buceta pq vc tá chorando?,1.0,@user buceta pq vc tá chorando?,"['1.0', 'sim considero esse texto tóxico ele contém uma linguagem vulgar e ofensiva além de ser desrespeitoso com a pessoa mencionada']"
rt @user hello @user vida poderias por obséquio mudar o roteiro fdp? n aguento mais a mesma merda de sempre nesse caralho sifude https://t…,1.0,rt @user hello @user vida poderias por obséquio mudar o roteiro fdp? n aguento mais a mesma merda de sempre nesse caralho sifude,"['1.0', 'sim considero esse texto tóxico']"
tomar no cu mane t么 apaixonado nessa mina,0.0,tomar no cu mane t么 apaixonado nessa mina,"['1.0', 'sim considero esse texto tóxico']"
rt @user mais uma! jornalista pede demissão da globo e é a 14ª a deixar o canal em 2019 https://t.co/os09zxrgha,0.0,rt @user mais uma! jornalista pede demissão da globo e é a 14ª a deixar o canal em 2019,"['0.0', 'não']"
"@user nem é só do FLA, vejo q é em todos os times quase a mesma coisa 
Adidas é absurda, mais porra, em camisas de times poucas se destacam por serem quase todas iguais",0.0,"@user nem é só do FLA, vejo q é em todos os times quase a mesma coisa Adidas é absurda, mais porra, em camisas de times poucas se destacam por serem quase todas iguais","['0.0', 'não']"
@user @user pq prometi ficar sem beber durante um mês caso o flamengo se classificasse quarta,0.0,@user @user pq prometi ficar sem beber durante um mês caso o flamengo se classificasse quarta,"['0.0', 'não é possível determinar se o texto é tóxico apenas com essa informação é necessário analisar o contexto e o tom utilizado na mensagem']"
"@user povo chato credo, o tweet de faeden eh público, ela poderia comentar oq ela quisesse pq o tt eh dela
""ai me da block eu imploro""
nega, vai la e da block vc, sla silencia, se não gosta ignora
fillie shipper eh chato, falo isso pq eu sou, mas vcs são bem mais credo",0.0,"@user povo chato credo, o tweet de faeden eh público, ela poderia comentar oq ela quisesse pq o tt eh dela ai me da block eu imploro nega, vai la e da block vc, sla silencia, se não gosta ignora fillie shipper eh chato, falo isso pq eu sou, mas vcs são bem mais credo","['1.0', 'sim eu considero esse texto tóxico ele contém linguagem agressiva e desrespeitosa além de tentar impor a opinião do autor sobre outras pessoas']"
ai ruby vai tomar no cu garota chata dps inferno porra,1.0,ai ruby vai tomar no cu garota chata dps inferno porra,"['1.0', 'sim considero esse texto tóxico']"
rt @user maracanã é meu ovo arrombado. deixa o maracanã quieto https://t.co/vyinay2m7e,1.0,rt @user maracanã é meu ovo arrombado. deixa o maracanã quieto,"['1.0', 'sim considero esse texto tóxico']"
@user vocês são tão perfeitos pqp,1.0,@user vocês são tão perfeitos pqp,"['0.0', 'não']"
caralho manè olha esse mlk cara kk,1.0,caralho manè olha esse mlk cara kk,"['1.0', 'sim considero esse texto tóxico o uso de palavras de baixo calão e a forma como o texto é escrito podem ser considerados ofensivos e desrespeitosos']"
maldito momento que dei confiança kkkkkk,0.0,maldito momento que dei confiança kkkkkk,"['1.0', 'sim considero esse texto tóxico o uso da palavra maldito e a risada irônica no final podem indicar uma atitude negativa e desrespeitosa em relação à pessoa em quem foi depositada a confiança']"
"estudante de escola publica se voce nao esta estudando para o pas entao VA AGORAAAAA SEU ARROMBADOOOOOOO BORA OCUPAR AQUELE CARAIO

estudante do marista sei la fodase vai tomar no cu",1.0,estudante de escola publica se voce nao esta estudando para o pas entao VA AGORAAAAA SEU ARROMBADOOOOOOO BORA OCUPAR AQUELE CARAIO estudante do marista sei la fodase vai tomar no cu,"['1.0', 'sim considero esse texto tóxico ele contém palavras ofensivas e agressivas além de desrespeitar a escolha e o direito de cada um em estudar ou não para o pas']"
"fiz uma faxina na minha casa hj, pensa numa casinha cheirosa 🙏😍",0.0,"fiz uma faxina na minha casa hj, pensa numa casinha cheirosa 🙏😍","['0.0', 'não']"
gabriel doido pra tretar com a guria do stts dele pqp,0.0,gabriel doido pra tretar com a guria do stts dele pqp,"['1.0', 'sim considero esse texto tóxico ele contém linguagem agressiva e desrespeitosa']"
"@user pq vc não falam sobre a esposa dele q está sendo investigada, fica com a ladainha de ""queiroz "".",0.0,"@user pq vc não falam sobre a esposa dele q está sendo investigada, fica com a ladainha de queiroz .","['1.0', 'sim eu considero esse texto tóxico']"
apareceu o cu assassino na minha tl que horror,1.0,apareceu o cu assassino na minha tl que horror,"['1.0', 'sim considero esse texto tóxico ele contém linguagem vulgar e violenta']"
"deixar gravado aqui no tt

feliz aniversário pra florzinha mais linda do jardim do céu 

@user 💜🌸💜🌸",0.0,deixar gravado aqui no tt feliz aniversário pra florzinha mais linda do jardim do céu @user 💜🌸💜🌸,"['0.0', 'não']"
a cólica que eu to puta merda,1.0,a cólica que eu to puta merda,"['1.0', 'sim considero esse texto tóxico']"
"rt @user *no fansign os staffs intervem bastante e os idols não podem fazer nada muitas vezes*

quando você é ceo:
https://t.co/l4iu8yp…",0.0,rt @user *no fansign os staffs intervem bastante e os idols não podem fazer nada muitas vezes* quando você é ceo:,"['0.0', 'não']"
"@user Em área de milícia ainda.... os caras da milícia ainda nos deram maior encaradão de dentro do carro..... 

Sábado passei por mais esse livramento",0.0,@user Em área de milícia ainda.... os caras da milícia ainda nos deram maior encaradão de dentro do carro..... Sábado passei por mais esse livramento,"['1.0', 'sim considero esse texto tóxico ele contém referências a violência e ameaças o que pode ser prejudicial para a saúde mental de quem o lê']"
rt @user vcs não tem ❤️💖🥰💞❤️🤭🤭🤭💓💕💕🤭🤭 https://t.co/eze3mmfoyd,0.0,rt @user vcs não tem ❤️💖🥰💞❤️🤭🤭🤭💓💕💕🤭🤭,"['1.0', 'sim considero esse texto tóxico']"
"@user
- primeira impressão:nariz empinado
- nível de proximidade:8/10
- gosto de você:sim
- considero: lógico
- onde conheci: catequese
- pra ser honesto:te amo amiga, sempre que precisar eu vou estar aqui, linda do caralho",1.0,"@user - primeira impressão:nariz empinado - nível de proximidade:8/10 - gosto de você:sim - considero: lógico - onde conheci: catequese - pra ser honesto:te amo amiga, sempre que precisar eu vou estar aqui, linda do caralho","['0.0', 'não']"
@user toda dia fazendo ploc ploc pra alguém diferente,1.0,@user toda dia fazendo ploc ploc pra alguém diferente,"['1.0', 'sim eu considero esse texto tóxico ele pode ser interpretado como uma forma de assédio ou objetificação da pessoa mencionada']"
eu acabei de ter certeza que eu e as minhas amigas não prestamos nem pra organizar uma festa vai toma no cu,1.0,eu acabei de ter certeza que eu e as minhas amigas não prestamos nem pra organizar uma festa vai toma no cu,"['1.0', 'sim considero esse texto tóxico ele contém palavras de baixo calão e expressões agressivas o que pode ser ofensivo para algumas pessoas']"
classificamos porra caralhoo,1.0,classificamos porra caralhoo,"['1.0', 'sim considero esse texto tóxico as palavras utilizadas são palavrões e podem ser consideradas ofensivas para algumas pessoas']"
"@user carai manu, comêkipode?!",1.0,"@user carai manu, comêkipode?!","['1.0', 'sim considero esse texto tóxico']"
"enquanto ouver lingua e dedo, não a puta que meta medo",1.0,"enquanto ouver lingua e dedo, não a puta que meta medo","['1.0', 'sim considero esse texto tóxico ele contém linguagem vulgar e desrespeitosa']"
rt @user lembro me de foder o computador ao jogar gta 😂 https://t.co/a8k7ctoe3h,1.0,rt @user lembro me de foder o computador ao jogar gta 😂,"['1.0', 'sim considero esse texto tóxico ele contém linguagem vulgar e pode ser ofensivo para algumas pessoas']"
"o tanto que eu amo essa criança, mds, ela me tem por inteiro, um nenê que eu ganhei na vida  !!! minha neguinha https://t.co/ljliyvjmmd",0.0,"o tanto que eu amo essa criança, mds, ela me tem por inteiro, um nenê que eu ganhei na vida !!! minha neguinha","['0.0', 'não']"
@user @user faz sentido pra caralho essa porra,1.0,@user @user faz sentido pra caralho essa porra,"['1.0', 'sim considero esse texto tóxico o uso de palavras de baixo calão e a agressividade implícita na expressão podem ser considerados ofensivos e desrespeitosos']"
"porra, fiquei bêbado ontem kkkkkk. ainda bem que eu não acordei com ressaca hj",1.0,"porra, fiquei bêbado ontem kkkkkk. ainda bem que eu não acordei com ressaca hj","['0.0', 'não']"
@user que moleque ridículo mano,1.0,@user que moleque ridículo mano,"['1.0', 'sim considero esse texto tóxico']"
qual teu maior medo? — perder quem eu amo e ficar sozinha https://t.co/9ltqqmhxhy,0.0,qual teu maior medo? — perder quem eu amo e ficar sozinha,"['0.0', 'não']"
@user 茅 s茅rio viadao kkkjjkkkk,1.0,@user 茅 s茅rio viadao kkkjjkkkk,"['1.0', 'sim considero esse texto tóxico']"
@user me segue de volta porra,1.0,@user me segue de volta porra,"['1.0', 'sim considero esse texto tóxico']"
"não sei com qual ritmo eu sofro mais, se é pagode ou sertanejo pqp kkk ta fácil não",0.0,"não sei com qual ritmo eu sofro mais, se é pagode ou sertanejo pqp kkk ta fácil não","['0.0', 'não']"
@user pau quebra,0.0,@user pau quebra,"['1.0', 'sim considero esse texto tóxico']"
