text,hatespeech_comb
"@pan0ntim o cara é mil grau total, vou morrer",0
por isso que dizem que espelhos não são confiaveis eles te deixam feia e gorda https://t.co/eLOE7yCXuz,0
"@Pimentinha_17 Então, reflita no teu comentntário, friend. E não esotu justificando ou defendendo pq é famosa. Faria com qq Pssoa! Abç",0
#medo da @agdabritto vindo pra Sppp rs....,0
"@ibrags isso é doideira. Os sírios-libaneses quando vieram pra cá não receberam 1% das benesses desses refugiados, mas agradeciam",1
MINHA MÃE DISSE 'VOCÊ É UM FILHO DA PUTA' KKKKKKKKKKKKK COMECEI A RIR NA CARA DELA AI ELA VIROU E DISSE 'TA RINDO DO QUE ÓRFÃO?',1
"CARNAVAL FAMILIA:
CERVEJA
PIADA
CHURRASCO
REDE TV
MARCHINHA
FOLIA  EMPODERADA:
DROGA
ABORTO
PROBLEMATIZAÇÃO
CHORO NO BANHO
TEXTÃO NO FEICE",1
"Quem não papagueia o 'politicamente tolerado' é silenciado, ofendido e ridicularizado. Sem argumentos, os da situação usam a discriminação.",0
Estava a passar um casal de fufas por nós e a luana só grita 'HA BUE FUFONAS EM ALMADA',1
"@Rolandinho @YouTube Que mulher não precisa do feminismo, aquele msm q fala q mulher deve vestir o que quer mas apoia a cultura da burca ?",0
"To me sentindo horrível, gorda, feia",0
@UOL Lugar de ralação po!!!  Qual era a fantasia mesmo??? Burca (com todo respeito se não alguém vai querer me processar) é que não era!,1
"ESSA GERAÇÃO É UM LIXO, EU FAÇO MINHA PARTE, PROIBO MEUS NETOS DE VEREM YOUTUBERS  #JoaquinResponde https://t.co/bY9pAC1pQy",1
"@JessicaaFranca uma coisa é rir e fazer piada, outra coisa é usar da fé pra manipular a opinião dos fiéis e ganhar $. se toca loira burra",1
pra quem acha que sou um fdp... fdp é isso ->  http://t.co/VIAAfcT3sC hahahahaha,1
RT @CarlosBolsonaro: Há algo sonso e canalha no ar quando PSDBistas resolvem criticar Bolsonaro por posicionamento q o mesmo PSDB teve. Iss _,1
"@linknpacto pq você aprendeu a gostar de branco e vê negro como não-atraente inconscientemente. culpados: mídia, família, brancos em geral.",1
A agência LiveAD São Paulo adquiriu 40 exemplares do livro MeuAmigoSecreto: Feminismo além das redes para... https://t.co/DleQjLxvym,0
"Adoro essa frase: 'Viva os loucos, os normais estão acabando com o mundo' #fikdik rs...",0
Vc é burra hein mulher' https://t.co/2SZKWUg74w,1
Dar risada de si mesmo: @homemdeverdade ! Rir das cagadas alheias melhor ainda ...,0
"uns tem saco, nós temos culhões !!!!!!!!!!!!!!!!!!!",1
"A bazófia de Jesus é tão grande que, para não assumir os seus erros, até abafa o Palhinha!...",1
"Após ter sido declarado persona non grata no Algarve e no Alentejo, Henrique Raposo corre agora risco de vida no Twitter. Resta-lhe o Tinder",1
Pr. Alex Vieira .Vitória/ES...Recomenda meu livro #FamiliasEmPerigo...Para adquirir acesse. _ https://t.co/N04TPWRZ3a,0
e eu q respondi meu primo como se fosse meu aniversario? 'feliz dia da mulher clarinha' 'brigadaa tudo em dobro' (????) kk cuidado c a burra,1
"@prylliimaa Não querida, vc é burra por falar que mulher só serve pra fazer faxina na casa e cuidar de filho.",1
Até às fufas que dizem ser homens pq gostam do mesmo que eles SÃO MULHERES E MERECEM NA MESMA UM FELIZ dia,1
isto realmente eh uma grande rede de fufas,1
"ela me machuca discutindo sobre roupa,eu não dou NENHUM desgosto a ela mas a gente mora num inferno de quintura ela quer que eu use burca?",1
"RT @arnaldoluisba: @marisa_lobo @semprefamilia_ completando: Mulher tem útero e gera filho, Homem não tem.",1
"os funcionários mataram o menino no Habib's pq ele era negro e pobre'
Hahahahhaha como se os funcionários do Habib's fossem ricos",0
"PARABÉNS, MUITO BOM ESSE NOVO ESTAGIÁRIO @canalbrasil 
BEM MELHOR QUE O ÚLTIMO.
#PAZ https://t.co/yAE16nvP4n",0
"@catarina_mart 
Então hoje debateram o 'PNR'?
Será que finalmente acabou o boicote e a censura ao meu partido?
@govpt @antoniocostapm",1
"Muito bem! Se concordo com as iniciativas (mesmo dos adversários!) não tenho problema em congratular-me.
@cmlisboa
https://t.co/U5SMprcmzl",0
"Jair Messias Bolsonaro desmascara padre pedófilo que o atacou
https://t.co/iySaKv4j5R",1
"O racismo da esquerda passando na sua tl. Esse pode, esse é politicamente correto, aí não tem protestos. Imagina se _ https://t.co/Yh5eBHEiN2",0
#jnegócios Governo garante que visita de Costa a Angola continua em preparação: 'Não há _ https://t.co/r4CxxEvplg,0
E o artigo 226 da Constituição?? ABSURDO!! Estão ATROPELANDO A CONSTITUIÇÃO FEDERAL! https://t.co/Mxj6JUu9fi,0
"@CaioPerez2 Mano tô rachando o angola, falando que não quer pega a Maria Rita! Kakakaka Se acredita",1
@aninha_ebc Tá no msn????,0
RT @_cinnamongirl: eu toda vez que vejo alguém falando que racismo inverso existe http://t.co/LIEJJCUlVy,0
"RT @direitafalando: morre de fome pq quer
carteira de trabalho é de graça",0
"Hoje é o Dia Internacional da MULHER... <3
Seja ela alta o baixa, gorda ou magra, bonita ou feia, rica ou pobre,... https://t.co/NcTxW1eakW",0
Gostaram do novo logo? https://t.co/UYOuJwd1q6,0
Acredite se quiser: Existe agora 'agefluid' - faz parte da ideologia de gênero provavelmente - que faz parte do ati _ https://t.co/B2YNzJmzTk,0
"Bem vindos de volta ao 'PREC', na Nova. A arruaça esquerdalha e o marxismo cultural mandam e todos se encolhem? Vergonhoso!
@fcshunl",1
"@jotap_rios samba é cultura negra. independente se o negro não saiba sambar. brancos podem sambar, mas não podem representar o samba.",1
@gugachacra as diferenças no mundo islâmico não tornam a Europa o melhor lugar para os refugiados viverem. https://t.co/tAnD7PwgAq,0
"Ando a passear pela Baixa do Porto e encontrei um prédio que não foi transformado em turismo de habitação.
JURO!
Vou jogar no Euromilhões",0
"RT @AbrahoCavalcant: Retweeted MARISA LOBO (@marisa_lobo):
Comece seu apoio a este cinema que rejeitou #BelaEAFera , compartilhando e... h _",0
"PESSOAL ME CHAMANDO DE 'TRANSFÓBICO' RISOS
TRABALHEI 22 ANOS EM UMA TRANSPORTADORA, COMO VOU TER FOBIA DE TRANSPORTES? INVENTEM OUTRA. #PAZ",0
Parabéns!!!!Que o mundo copie e não permitam está insanidade. #TrumpEuApoio. _ https://t.co/NQf6uSIj8l,1
"Foda-se Rafa...valeu a pena esperar...que 
MARAVILHA",0
se cuba passar nos taca pedra,0
"@homemdeverdade é viver com dignidade, é um conceito em extinção plena ! Aqui tem o foco da resistência!",1
meu cabelo deve ter pertencido ao cu de alguem na outra encarnação,1
Culto da Família dia 19/03 as 19:00hrs. #Campinas.  Igreja do Nazareno de Sousas. https://t.co/1jOjP52EgA,0
RT @FifaOverHoes: Mostrar relacionamento gay não tem problema. Basta não ser homossexual. https://t.co/Trx6lPIVI4,1
"JOANA MARANHÃO
MARANHÃO
MARANHÃO
SÓ PERDE NA PISCINA
MELHOR FAZER TEXTÃO 
@VEJA",0
"Indo a Charleston, Carolina do Sul pra passar um tempo com a Boeing e falar sobre empregos! Ansioso. https://t.co/19L22J6oAj",0
"RT @walisonbernard1: #SerMulherÉ 'Vai la com suas amiguinhas' parabéns a todas as mulheres vocês são incriveis,menos a Dilma.",0
RT @JuMagalhaesBH: A maior prova da honestidade do @jairbolsonaro é a quantidade de votos que ele teve na Câmara.,0
"RT @marcknho: @lobaoeletrico Venezuela só com intervenção militar externa, o povo não tem força armada e nem força física para lutar.",0
RT @GiocondaBrasil: Vou para a cozinha finalizar o jantar para meu marido e filhos. Feliz dia das Mulheres pra vocês também.,0
RT @miikaa_assis: quando junta mt sapatao num grupo só n da né,1
"O dia que todos os muçulmanos morrer,certeza que o inferno vai sobrecarregar.",1
@Uma_Brasileira ta surpresa com celular na cadeia  ??? kkkkkk,0
@oradorgas @RedeGlobo @alexandregarcia só estagiário se fode nessas,1
"RT @Vana_Pauloo: @csar_emerson @Curate_Angola 2. se prestar atenção, isso não é pornografia. o contexto em que esse beijo foi posto dificil _",0
"Chega pra mina e fala:
-Por caso seu pai é dono de bordel??
-Não.pq???
-pq vc parece uma puta",1
@jotap_rios tudo que eu posto é racismo.,0
"ACHO RIDÍCULO, MAS RESPEITO, NÃO SOU HOMOFÓBICO https://t.co/gC4L1yJ1ls",1
RT @AnaPaulaVolei: @RachelSherazade @JOAQUINVOLTOU @DaniloGentili tô chegando dos You És Ei e levando Trumpão da massa!!,0
então eu tento fazer minha parte pra não ser um homem branco babaca que não olha só pro meu umbigo,1
TACA PEDRA NOS COMUNISTA,1
RT @feministinho: Deixei minha redação do enem em branco pois quem sou eu pra falar sobre feminismo,1
"RT @sexualinatural: Algo indispensável que haja em TODAS as comunidades cristãs.
@prarleilopes @marisa_lobo @um_novovencedor @nfssbh https: _",0
"- Sapatão é só pros íntimos, pra você é senhora dona lésbica",1
"@Quase_Gay Verdade.. gosto dos meus pouquinhos, mas, que interagem...",0
to começando a achar que a minha vida tá assim por causa daquelas correntes do orkut que eu não repassei,0
Essa mulher é mais enrolada que eu na cozinha. #MasterChefBR,1
A minha mãe quer expulsar-me de casa pq aqui não existem 'fufas' adoro a minha família,1
não sabe que cor é bege,0
"RT @Famel_Zundapp: Bom dia, contribuintes!
Quando é que há uma comissão parlamentar de inquérito sobre a inutilidade das comissões parlamen _",0
E na @CNN NOTÍCIAS FALSAS Bernie Sanders foi tirado do ar ao descrevê-los com o termo notícias falsas. Alegaram dif _ https://t.co/sKXd4lU8jo,0
"O Henrique Raposo já terá dito que nada tem contra comunas ou fachos, pois até tem um amigo que é as duas coisas...",1
"Ah você não tem dó dos presidiários'
Deles não tenho mesmo não, tenho das vítimas que fazem.",0
"@Coisasdelouco Gtdá uma fuçada lá, primeiro livro da minha amiga @melaineribeiro www.aescritoraeomusico.blogspot.com (eu reviso)",0
"@fcancio 
Pesadelo? Naaaa... Um sonho que vai tomando contornos de realidade.",0
"Acaba de chegar a Redacao da Radio Angola a seguinte informacao:
Pedro Gonga: Já Estou em Liberdade, mas não foi... https://t.co/fkAShQaBVa",0
Reação da esquerda quando o fotografo invadiu a privacidade do @jairbolsonaro e do @BolsonaroSP  -  'OK' 'hahahha fascistas' e etc...,0
"Charada do dia: tem um time em segundo colocado na 2a divisão do brasileirão. Qual é o time?
Dica: é carioca",0
"RT @arabiangirlxx: Tipo a doença mais comum em Angola é catinga . Os pacientes entram 'Médico , tenho catinga o que faço?' Nada filho,não t _",1
"RT @Silvio_MKT: O que o @STF_oficial está fazendo com Bolsonaro é um crime, um abuso d autoridade, politicagem barata, suja, está na cara q _",1
"A corrida pela liderança do CND foi obviamente 'armação'. A escolha de Bernie, como ele próprio, nunca teve chance. _ https://t.co/K1Je1TMVPv",0
"Ontem eu me lembrei q a mttttt tmp atras ,acho q uns 7 anos eu tive uma professora sapatao ,descobrir q hj ela possui o nome de allan",1
RT @joicehasselmann: A imagem diz tudo @OdeCarvalho @deltanmd @jairbolsonaro @BolsonaroSP @realDonaldTrump https://t.co/0oXe6Jce0s,0
estou me sentindo jundiaiense já. fui pra faculdade e perguntei se a coxinha era de frango. a mulher faltou me chamar de burra dizendo que+,1
"Esta senhora está completamente obcecada pelo Trump.
Haverá alguma explicação freudiana? 
@fcancio
#ForçaTrump https://t.co/5SFjTYzgDx",0
"olha o q sempre falo:
Intolerância religiosa: termo usado pela Esquerda p/diluir pela religião cristã as atrocidade _ https://t.co/LDoX8wDZbf",0
"@reasalvagni @lag0_ hahahahahhahaa o menino pede dinheiro pro iago falando que não tem pai, os dois se abraçam e chora",0
RT @HumorAoPontape: E o óscar para melhor filme vai para........ https://t.co/eFni5GnBfW,0
"RT @martabiancaa: Trump de Carvalho.
Encontrei isto na net. Não sei quem foi o génio. https://t.co/KgmGgaCTBd",0
"RT @Egocentricpapi: Mulher que apanha de homem e ainda assim continua com ele é burra!!
Att: Não perguntei nada, é burra e acabou",1
vo chega no garra daqui 7h toda perdida sem saber nd 3 mil conteúdo atrasado triste feia gorda e burra,1
"RT @NexoJornal: Para especialistas, a rotulação reforça preconceitos e limita as escolhas profissionais do futuro. https://t.co/cWsOxabHpB",0
mulheres por favor PAREM de raspar a cabeça dos lados fica parecendo que vcs tem câncer pela metade,1
"RT @TheMartorelli: O Lula ligou pra Élika.
E é por isso que ela vai pular desse precipício. https://t.co/DB0H3MG7qg",0
"RT @flaviomorgen: Quantos robôs da Pepper precisaram para as tags pró-PT, enquanto o povão honesto e trabalhador meteu um #BolsonaroPreside _",0
"Chamaram a Gattaz de sapatão na arena jeuanuaneuaheuhasesse e o Glinhas de viado em Minas. Hum, Vamos militar?",1
"Quando a gente nasce, a gente é igual. Seja rico, seja pobre, todo mundo tem chance d crescer na vida. Seja negro, seja branco",0
@pj_igor o adreanu é negro,0
SEU PAI SABE QUE VOCÊ POSTA ISSO NA REDE SOCIAL? #JoaquinResponde https://t.co/mIBx3Uepx2,0
@Chiiaritta não acho que a questão seja tabu penso que a questão seja o desenvolvimento cognitivo natural da criança sem forçar conceitos,0
"RT @OdeCarvalho: 2) é a prova cabal da ligação íntima entre o PT e a guerrilha colombiana, que tantos negavam e chamavam de 'teoria da cons _",0
"Não tem problema nenhum o cara usar saia, mas por favor, não fale q é coisa d homem hétero, brasileiro,não indígena.
Quem usa saia é viado!",1
"Ex-candidato do PSOL é preso por estuprar cães e portar drogas. Estes são piores que o PT, são aberrações. (Vídeo) _ https://t.co/eOysLFT1yo",1
@naando_Luiiz configurações > desativar minha conta,0
"FATO: Estamos em plena extinção, o mundo esta sendo dominado por bibasexuais, creminhosexuais, saladinhasexuais, metrosexufrangas!",1
"Por que os advogados não analisam e usam a decisão da Corte Federal de Boston, que entra em conflito com essa ridíc _ https://t.co/ZSS0kdR9Dz",0
"Apresento-vos o meu missil, AEN17.
Totalmente dirigida para Angola sem dó e piedade! Se Angola não é nossa, mais va _ https://t.co/1eA3Rzkjej",1
sai ow não sou tuas nega,1
"Não aceitamos o faz-de-conta da hipocrisia. Lutamos contra a censura do sistema e o marxismo-cultural.
@EsquerdaNet 
https://t.co/uME1JjUSTI",0
RT @otmar03: @editorahumanas @pecesiqueira Alguém sabe onde tem esse boné que o PC tá usando? Linda mensagem !!! https://t.co/osDH7PFqc2,0
Dica do dia! http://t.co/GK2zVuBEcS,0
"Vocês podem denunciar aqui, gente: http://t.co/AAYwR4nOtv",0
"BRASIL ACIMA DE TUDO 
DEUS ACIMA DE TODOS
AMEM",0
Mais deprimido que a Grazi Massafera assistindo Amores Roubados,0
@JOAQUINVOLTOU @gaviaochis @otmar03 Alias..não tem atentado ao pudor nisso ai não ???  ficar pelado no meio da rua,0
Um objetivo na vida https://t.co/WxN5kuNysu,0
"Nunca vi a imprensa nacional tão descarada e parcial. Virou torcida de arquibancada. Patético! 
Aliás, democrática _ https://t.co/tOlvYTnnZR",1
"cara, usar a ironia e risada é fácil! Quero ver refutar o que falei com fatos, lógica e verdades! https://t.co/T1WHW7GGK5",0
Incrível a facilidade que sapatao tem pra namorar,1
Olha a cara do @jairbolsonaro de qm tá ligando para o que esses cus sujos estão fazendo https://t.co/QTGF3jtLfv,1
"Enfia os 7 dedo no cu, argentinos fdps",1
"Grande primeira parte.
Continuo a acreditar.
VAMOS CARALHO!
#BVBSLB",0
@pefabiodemelo Ta falando do Felipe neto @felipeneto,0
Parece que o Papa vai estar menos tempo em Portugal do que o Porto esteve em primeiro lugar...,1
"@HelderRocha16 eu só disse que cu não reproduz, não disse que pessoas são obrigadas a reproduzir....",1
@agdabritto Quero saber tudooo como foi o diaaaa!,0
"[9/3 09:11] jhu : Bom viado mais lindo
[9/3 09:11] Dj Luizinho: Bom dia sapatão mais gostoza",1
"RT @Desesquerdizada: Pro @MarceloFreixo socialismo é só de dia, enganando os trouxas que caem no discurso do @PSOLOficial. De noite é camar _",1
Pergunto-me se as fufas comparam o seu cheiro com o da parceira,1
O FACEBOOK CAIU VAMO VOLTAR PRO ORKUT GALERAAA,0
"Mimimi, Bolsonaro é machista! mimimi.....'
Machista mesmo é o seu pai, que traí sua mãe!",1
RT @bernardocampana: O 'Guia Politicamente Incorreto da Filosofia' do Pondé explica demais o trabalho do @Justiceiro_Sujo. Leiam!!,0
"@nonvieri é, eles trocaram",0
#SerMulherÉ é qualquer coisa longe disso aqui: https://t.co/EZAOX7lVdu,0
Feminista é tudo mal comida,1
"Homem branco hétero cisgênero, me oprimindo durante Protesto pela Revogação do Estatuto do Desarmamento.. _ https://t.co/FWeyMFDQWb",1
"RT @_tristezinha: Oi, @Mawara. Aguardo sua opinião sobre o quanto o islã massacra as mulheres. @elmalditocabron @otmar03",0
E se fosse o contrário? Sua racista! @lxcarvalho https://t.co/4Ci6dVlc0U,1
"-Levy Fidelix , cu de homem trans e cis,de gay,de mulher trans e cis,de lésbica,de náo-binário,fluído, etc, reproduz?
-Não
-Absolvido!",1
CIMBB apresenta guia Beira Baixa – Terras de excelência: https://t.co/IyURbYRQdu,0
"@RJRBAleixo O Baldwin tem carta branca, senão não aceitava apresentar",0
@pintomondim bardamerda para a Eurovisão!,1
lei...LEI..para assassinato de fetos.... bolsonaro diz 'vc nao merece ser estuprada' pq da mulher irritando ele - i _ https://t.co/9UNLKInMK2,0
RT @allinoneguyPT: Macho Tuga! https://t.co/7PbZF5fnfA,0
Odeio mulher burra,1
"Mitroglu marcou 1 golo em fora-de-jogo ontem na Amoreira?
Marcou.
Mas eu explico porquê
#OverdoseDeTourette _ https://t.co/MCxi6sqlaG",0
RT @editorahumanas: Se eu sou o Moro peço o depoimento do Lula escrito a mão só de zuera...,0
"RT @erickdau: Polícia militar acaba de dar tiro de pistola pra cima. Ninguém me contou, eu vi. https://t.co/ogbg21NlQ3",0
RT @UNICEFAngola: Juntos lutámos contra a #pólio e Angola não regista novos casos desde 2011. Vamos também atingir a meta com outras doença _,0
“Nós não podemos viver num mundo tão conflituoso e tão problemático sob o ponto de vista da situação social ao... https://t.co/eH8nw5UD9x,0
"RT @jaaguara: Não é que ninguem te ama, ou você é gorda ou é feia, é simples!",1
espero que no fim da vida tenha uns brindes pra quem não se matou,0
@joicehasselmann @jairbolsonaro ate porque o direito e a imunidade parlamentar foi pro lixo e a verdade: sabemos quem defende estuprador,0
E os países acolhendo refugiados. Tem que gastar dinheiro ajudando essa gente lá no seu país. Infelizmente essa gen _ https://t.co/C8jiZEEIfV,1
Minha filha pediu uma Barbie mas dei uma árvore para ela descer a porrada e repensar sua personalidade https://t.co/GbjO2H3AO9,1
Feliz dia do 'eu só acho engraçado que...',0
"Qnd as feministas vierem me ofender, não vou nem rebater, só vou dar RT.",0
"SAIU A PROGRAMAÇÃO CARNAVALESCA DO GOLEIRO BRUNO:
COME MACARRÃO
ENGRAVIDAR A NAMORADA
JOGA MATA MATA
ALIMENTAR O CACHORRO
ENTERRO DOS OSSOS",1
"RT @edmilsonpapo10: Ganhar elogio da @RachelSherazade 
Já ganhei a noite!  https://t.co/88OKwZEtdR",0
Feliz dia do amigo que toma pinga!,0
"@agdabritto Nem eu, amiga.. nem eu. e como ela diz: #eavidasegue",0
"Homenagem a quem a merece!
Pintura da minha autoria.
#Salazar https://t.co/OTKjxXR5ut",0
"Os portugueses devem muito a Passos Coelho por ter tido a coragem de dizer NÃO a Salgado. 'NÃO stresses, Ricardo, leva o guito pró Panamá.'",1
",,,,, os negros que estudem eu estudei  ,,,,,,,,,",1
"RT @miltoneumesmo: @RuiHCruz @OPauloAlmeida @istoeserio  dia 20 isto e dia 23 RSC em Lisboa? Amanhã compro bilhete, hoje vou só dormir feliz",0
Obrigado ao primeiro ministro da Austrália por falar a verdade sobre nossa educada conversa que a mídia de NOTÍCIAS FALSAS distorceu. Ótimo!,0
Por ex obras em angola vieram ou nao do BNDES? Quero entender @JoseMedeirosMT @Dep_Imbassahy @MoreiraFranco _ https://t.co/9q1CjTsZyA,0
"@ResenhaBBMP essa é a questão! O Bahia vai bancar Levir Culpi? Marcelo de Oliveira? Osvaldo? Ou querem Joel Cruz, Arruzinho, sapatão e etc.?",1
@thienques pra mulher ser digna pra elas têm q ser feia gorda fedida porca mal comida e sustentada pelos pais ou vendedora de shopping,0
"@mvsmotta eu vivi o impeachment do Collor, meus pais me levavam em protesto hahahahahahah",0
RT @elmalditocabron: @tlmota @otmar03 existe alguma pauta feminista que não seja de extrema esquerda?,0
TRAZEI COM UMA FEMINISTA  #JoaquinResponde https://t.co/6GMqUg6ru5,1
"@catracalivre  
 1) #SerMulherÉ estar onde quiser.
 2) Ser feminista é estar onde a agenda da Esquerda mandar!!!",1
Nas Principais Nações da UE Maioria Apoia Veto Estilo-Trump' Pesquisa de mais de 10.000 pessoas em 10 países... _ https://t.co/l0hYRE2tsK,0
"RT @jpintocoelho60: Assim, sim. Um homem determinado e cumpridor. Força #TrumpPresident https://t.co/anW8LopFgs",0
"RT @ajulysantos: Se você não acha isso lindo, se você não acha isso arte vc é muito fascista... https://t.co/VhkdJqsvsm",1
Essa #Veja tenta mais não conseguem KKK quer dizer que as lésbicas sentem mais orgasmos por serem lésbicas kkkkk... https://t.co/7ETyFOrswf,1
TROCO 2 TOMATES POR UM INGRESSO DO ROCK IN RIO.,0
Vocês fufas são mesmo muito putas crl bastou eu meter um video com a minha namorada no insta para todas a irem seguir,1
"RT @mizanzuk: Sim, eles fizeram isso. https://t.co/cMNZywlBW8",0
"Sopram ventos de mudança
O PNR congratula-se com o discurso de @realDonaldTrump https://t.co/cOSa9MQ2hB",0
mas é claro q esquento... *____* http://t.co/yb1NuzEkOQ,0
"RT @adoromatarvacas: as crianças estão a ser educadas, se muita gente tivesse sido educada não pensariam que as crianças viram homossexuais _",0
"Justiça seja feita, nem todos os ladrões são banqueiros...",0
Essas escolas são LGBT? Não são escolas públicas? Passamos dos limites e ainda se vitimam e nos acusam de... https://t.co/CYENjm96oD,1
RT @rafaelasf7: Agora tá na moda colocar a culpa nos países do OM. Não se engane e aos outros.Quem produziu REFUGIADOS foram EUA e OTAN @Ab _,1
RT @PastorMalafaia: A gayzada ta nervosa aqui kkkkkk,1
Volta a Copa 2014 ae só pra eu ver um negócio aqui rapidão,0
"Gorda, feia, e ogra https://t.co/A6cJRIE3WQ",1
"RT @voluptama: Quando o Secretário foi para o Real Madrid, o PdC teve de passar atender os telefones https://t.co/KSx4p0yVs6",0
"Eu acho q já se nasce c o bichinho de matrafona'(ouvido na SIC).
As desculpas q os homens dão à família pra justificar vestirem-se d mulher",1
"#SerMulherÉ No seu dia, o marido prepara um jantar romantico e no fim da noite...vc faz greve de sexo pra seguir o _ https://t.co/vnhizK0Lrz",1
"“ai, luigi, mas vc ta militando? q saco”
.
pois é pq eu entendo os privilégios que eu tenho por ter nascido homem branco",1
Dia desses apareceu uma propaganda aqui na minha TL sobre trans serem versões piratas de mulher e eu fiquei apenas 'wtf' gente burra,0
"@gabrisinhas @LeoLimaDuarte pois é, to muito ocupada denunciando racista q acha que a vida é fácil",1
RT @nuchyg99: Mundo de fufas não é mesmo para mim,1
"Eu tô inconformada, chorando, como pude ser tão burra? Sempre pensei que a Solange do aviões era mulher do Xand. Não vou conseguir superar",0
sorte de hoje: vc não é a Joelma,0
"Lava Jato tava boa demais pra ser verdade. Esse PT é um partido criminoso. Primeiro, Celso Daniel, depois Eduardo Campos, agora Teori.",1
Kd o moleque viadinho fã da Marta? https://t.co/gNBmQyglK4,1
"@g1 KKKK  O RJ É UM PUTEIRO MESMO, INFELIZMENTE A ESCORIA DE COLARINHO BRANCO JUIZES PROMOTORES E TODO TIPO DE LIXOS ALI SE JUNTAM",1
Rio Branco perde em casa (0-2 São José) https://t.co/vusPGJMVii,0
"Tadinho do Goby rsrsrs
 (@ryan_reminho live on http://twitcam.com/11hdu))",0
"Papa Bergoglio pede que cristãos tenham menos filhos. 
Enquanto isso... https://t.co/CAK1EylQlR",0
Homenagem às mulheres simbolo da direita no mundo: Melanie Trump / A politica belga / a sobrinha da Marina le pen - _ https://t.co/RcQi0kdT1P,0
@brunynhobtc esse é o espirito true man!,0
RT @thatdiogo: é por isto q adoro fufas  https://t.co/BdGYXdnW10,0
"mundo perfeito coxinha:
temer até 2018
eleições
bolsomito presidente",1
"Leia a conversa da SÁBADO com o presidente do PNR, @jpintocoelho60 sobre o @LIVREpt https://t.co/SmRJLqvG8i",0
"CHEGOU SEXTA FEIRA:
ÁLCOOL
PROSTITUTAS
XIS BÊICON
ARMAS DE FOGO
MARCHINHAS OFENSIVAS
(VÁLIDO APÓS O HORÁRIO COMERCIAL)
BOM DIA #usecamisinha",1
as forças malignas da esquerda estão tentando dominar minha mente O QUE TA ACONTECENDO,0
Assessoria de Comunicação do @SenadoFederal proíbe a palavra 'feminismo'. Feliz dia das mulheres,1
RT @maathbz: to pensando em virar PM só pra musica da daniela mercury parar de tocar quando passar por mim so nem obrigado,0
"RT @toiaos: @InesBolsonaro por tras do twitter só tem maconheiro, eles fazem de tudo pra tirar os reaças do site",1
"TOMA ESSA, TROXA https://t.co/er6JB4p4Fz",1
"RT @prrttyhrts: Me sinto sempre a amiga mais feia e gorda do grupo, sou péssima de corpo e rosto. #amproblems #askanamia",0
nao deu pra carregar meu passe pq a mulher do setuf eh uma burra,1
"É de se esperar que um povo q não aceita um cão pela sua cor não abra as portas aos refugiados 
Isso da nojo",0
RT @bifeahcasa: Até o psd tem um candidato à cml q é anónimo...,1
ativista dos direitos humanos'. https://t.co/78fHX2oTJw,0
"RT @thiagolv: Dica: antes de dar uma de politicamente correto nas redes sociais, vasculhe o seu passado, pq o @Justiceiro_Sujo acha mesmo v _",0
Há um incrível espírito de otimismo se espalhando pelo país agora—_estamos trazendo de volta os EMPREGOS! Assista: _ https://t.co/pgdC1oFGSX,0
A sorte do Fernando Pessoa foi o @RCOSTA_EXPRESSO ainda não ter nascido. Conseguem imaginar os heterónimos a serem denunciados no twitter?..,0
Pedro não aguentou ver uma carne diferente da Angola e já foi molhando o perú kkkk coitada da helô,0
@priscila_p15 lhe desejando um óptimo final de semana pensar não dói,0
só o capitalismo expulsa o comunismo das pessoas,0
"@amora_inlove Uma galera que se reuniu contra o governo intransigente de  Vargas. Oficialmente min 800 pssoas morreram, cidades bombardeadas",0
"Trabalho de 3ª a 5ª.' 
'Não devo satisfação a ninguém.'
Parabéns pela postura, sr Dep Federal. És a cara do pai!
https://t.co/WoTj8yVfT2",0
"RT @Justiceiro_Sujo: E o caviar PC Siqueira querendo pagar de sem-teto, é mole? https://t.co/Y6GGoH3RW9",0
"acho que meu sono resolveu desaparecer junto com o meu dinheiro, espero um dia tê-los de volta",0
"Melania e eu estamos recebendo o Primeiro Ministro japonês Shinzo Abe e a Sra. Abe em Mar-a-Lago em Palm Beach, Fl. _ https://t.co/pPk8M2UuR3",0
@dadoqueiroz @homemdeverdade não acompanha time de meninas!,1
RT @estadohiramico: o cara entrevistou o @BolsonaroSP ficou igual uma putinha concordando e agora lança essa legenda canalha. Que arrombado _,1
"RT @FlavioBolsonaro: O @reinaldoazevedo deveria, como fizemos, visitar o Museu do Holocausto antes de desdenhar do sofrimento dos judeus pa _",0
RT @falloneil: bicho me senti muito burra só ouvindo essa mulher falar #MasterChefBR,1
"uma chuva de tweets me xingando tiveram origem do site diario do nordeste, da globo. http://t.co/vEkpqYjj",1
Dia de Portugal! https://t.co/FwpSD4dGaV,0
"Essa hora só tem puta e viado online, exceto eu",1
@RJRBAleixo Faro vai ficar sempre na minha lista de cidades obrigatórias a partir de agora,0
"PORRA, MAS E O TAL AQUECIMENTO GLOBAL???!!? https://t.co/JKT51kiWfF",0
Ainda não acredito que não estarei em #Recife dia 24/07 no #oquartosecreto com a @angelicamorango. Serio! Saco! #boloderolofeelings,0
O Trump do futebol foi reeleito. Quando é que começa a construção do Muro na 2a Circular? O Benfica que prepare o guito...,1
